"word","freq"
"anonimowe",2
"argumenty",2
"artykuły",2
"arya",2
"asdatedaty",2
"asdatestridatetimeadddaty",2
"aslist",2
"asmatrixdtm",2
"attached",2
"autobus",2
"baroku",2
"baze",2
"bbc",2
"bemchmarku",2
"bench",2
"bety",2
"bezpieczne",2
"białe",2
"bilet",2
"biznesowy",2
"bodajże",2
"branch",2
"breka",2
"brexitu",2
"brysiem",2
"brytania",2
"brzydkie",2
"budowa",2
"burger",2
"byłby",2
"catche",2
"categorical",2
"catmethod",2
"całość",2
"całą",2
"cewka",2
"chcemy",2
"chcieli",2
"chial",2
"chińczyków",2
"chui",2
"chunka",2
"chwilą",2
"chętnych",2
"circle",2
"cnie",2
"colnames",2
"colorsbrewerpal",2
"colorsize",2
"contenttransformerfunction",2
"contenttransformertolower",2
"corpusvectorsourcedoc",2
"cuda",2
"cudo",2
"czaje",2
"czasowa",2
"czasów",2
"czekamy",2
"czytałem",2
"czytelnie",2
"danymi",2
"darkshape",2
"dataframet",2
"dataframeword",2
"dać",2
"dałeś",2
"def",2
"definicji",2
"delta",2
"det",2
"dfreq",2
"diag",2
"dni",2
"dodam",2
"dodatkowe",2
"dopasować",2
"doprowadzić",2
"dostaje",2
"dostać",2
"doszedłem",2
"dowodzik",2
"dowolny",2
"doślę",2
"drugiego",2
"dtm",2
"dupe",2
"dupy",2
"duże",2
"dword",2
"dzialac",2
"dział",2
"działał",2
"działały",2
"dzień",2
"dzwonił",2
"dzwoniłeśaś",2
"długo",2
"długości",2
"eee",2
"egzamin",2
"ehh",2
"elegancko",2
"elementach",2
"elementarne",2
"elementowe",2
"elementtextfacebold",2
"eli",2
"email",2
"express",2
"fajnego",2
"faktycznie",2
"federation",2
"filipkiem",2
"filipowi",2
"fill",2
"filmów",2
"fizyka",2
"folderu",2
"forach",2
"formie",2
"formularz",2
"francji",2
"freq",2
"from",2
"functionx",2
"funkcjami",2
"godzina",2
"godzinkę",2
"godzinę",2
"gowna",2
"gra",2
"grafów",2
"grać",2
"grila",2
"grubsza",2
"grup",2
"grupie",2
"gsubpattern",2
"guwno",2
"górze",2
"głodny",2
"hamiltona",2
"hclust",2
"hdbscan",2
"head",2
"heightsc",2
"help",2
"hiszpański",2
"ide",2
"idea",2
"idealnie",2
"ideolo",2
"idą",2
"iflengthpostskwartalidnext",2
"igraph",2
"ileś",2
"ilość",2
"import",2
"indeksowane",2
"inf",2
"info",2
"innym",2
"inset",2
"integracja",2
"interpretacje",2
"inżynieria",2
"istnieje",2
"iteracji",2
"jacek",2
"jadą",2
"jakimś",2
"janek",2
"janie",2
"java",2
"jebaną",2
"jebne",2
"jednakowo",2
"jedną",2
"jedz",2
"jedzie",2
"jesteście",2
"jkbc",2
"joincode",2
"joiny",2
"jprdl",2
"juto",2
"józefa",2
"kappa",2
"kawy",2
"każdego",2
"każdej",2
"key",2
"kierunki",2
"klasy",2
"klatka",2
"kodzie",2
"kolei",2
