"","rozmowca","minuty","godziny","dni"
"1","Paweł",941.478947368421,15.6913157894737,0.653804824561403
"2","Filip",309.036842105263,5.15061403508772,0.214608918128655
"3","Jan",341.305263157895,5.68842105263158,0.237017543859649
"4","Kasia",206.010526315789,3.43350877192982,0.143062865497076
"5","Błażej",78.4684210526316,1.30780701754386,0.0544919590643275
"6","Mateusz",112.557894736842,1.8759649122807,0.0781652046783626
"7","Wojtek",89.0842105263158,1.48473684210526,0.0618640350877193
"8","Oliwia",90.7263157894737,1.51210526315789,0.0630043859649123
"9","Vittore",70.3947368421053,1.17324561403509,0.0488852339181286
