"","minuty","godziny","dni"
"total",3893.88421052632,64.8980701754386,2.70408625730994
"year_avg",432.653801169591,7.21089668615984,0.300454028589993
"month_avg",47.4863928112965,0.791439880188275,0.0329766616745115
"day_avg",3.649376017363,0.0608229336227166,0.00253428890094652
